,record,beat,sym,pos,block,k
36200,117,1418,N,599569,585,26
36201,117,1419,N,599981,585,26
36202,117,1420,N,600412,586,19
36203,117,1421,N,600833,586,19
36204,117,1422,N,601247,587,26
36205,117,1423,N,601670,587,26
36206,117,1424,N,602083,587,26
36207,117,1425,N,602509,588,17
36208,117,1426,N,602918,588,17
36209,117,1427,N,603346,589,16
36210,117,1428,N,603761,589,16
36211,117,1429,N,604176,590,25
36212,117,1430,N,604597,590,25
36213,117,1431,N,605004,590,25
36214,117,1432,N,605426,591,21
36215,117,1433,N,605828,591,21
36216,117,1434,N,606250,592,23
36217,117,1435,N,606667,592,23
36218,117,1436,N,607073,592,23
36219,117,1437,N,607494,593,16
36220,117,1438,N,607913,593,16
36221,117,1439,N,608334,594,22
36222,117,1440,N,608761,594,22
36223,117,1441,N,609175,594,22
36224,117,1442,N,609599,595,23
36225,117,1443,N,610015,595,23
36226,117,1444,N,610430,596,29
36227,117,1445,N,610866,596,29
36228,117,1446,N,611280,596,29
36229,117,1447,N,611710,597,25
36230,117,1448,N,612132,597,25
36231,117,1449,N,612545,598,24
36232,117,1450,N,612969,598,24
36233,117,1451,N,613379,599,22
36234,117,1452,N,613805,599,22
36235,117,1453,N,614222,599,22
36236,117,1454,N,614641,600,15
36237,117,1455,N,615065,600,15
36238,117,1456,N,615471,601,18
36239,117,1457,N,615896,601,18
36240,117,1458,N,616317,601,18
36241,117,1459,N,616737,602,22
36242,117,1460,N,617167,602,22
36243,117,1461,N,617590,603,21
36244,117,1462,N,618012,603,21
36245,117,1463,N,618425,603,21
36246,117,1464,N,618837,604,17
36247,117,1465,N,619263,604,17
36248,117,1466,N,619682,605,20
36249,117,1467,N,620116,605,20
36250,117,1468,N,620546,606,21
36251,117,1469,N,620978,606,21
36252,117,1470,N,621409,606,21
36253,117,1471,N,621830,607,14
36254,117,1472,N,622263,607,14
36255,117,1473,N,622674,608,25
36256,117,1474,N,623093,608,25
36257,117,1475,N,623525,608,25
36258,117,1476,N,623938,609,26
36259,117,1477,N,624370,609,26
36260,117,1478,N,624780,610,21
36261,117,1479,N,625209,610,21
36262,117,1480,N,625619,610,21
36263,117,1481,N,626039,611,17
36264,117,1482,N,626463,611,17
36265,117,1483,N,626864,612,20
36266,117,1484,N,627285,612,20
36267,117,1485,N,627704,612,20
36268,117,1486,N,628130,613,20
36269,117,1487,N,628561,613,20
36270,117,1488,N,628984,614,14
36271,117,1489,N,629413,614,14
36272,117,1490,N,629825,615,28
36273,117,1491,N,630250,615,28
36274,117,1492,N,630675,615,28
36275,117,1493,N,631103,616,24
36276,117,1494,N,631531,616,24
36277,117,1495,N,631960,617,21
36278,117,1496,N,632393,617,21
36279,117,1497,N,632811,617,21
36280,117,1498,N,633237,618,17
36281,117,1499,N,633664,618,17
36282,117,1500,N,634083,619,15
36283,117,1501,N,634507,619,15
36284,117,1502,N,634923,620,24
36285,117,1503,N,635344,620,24
36286,117,1504,N,635761,620,24
36287,117,1505,N,636183,621,17
36288,117,1506,N,636615,621,17
36289,117,1507,N,637023,622,26
36290,117,1508,N,637457,622,26
36291,117,1509,N,637868,622,26
36292,117,1510,N,638287,623,22
36293,117,1511,N,638705,623,22
36294,117,1512,N,639119,624,21
36295,117,1513,N,639546,624,21
36296,117,1514,N,639957,624,21
36297,117,1515,N,640376,625,16
36298,117,1516,N,640790,625,16
36299,117,1517,N,641195,626,25
36300,117,1518,N,641609,626,25
36301,117,1519,N,642017,626,25
36302,117,1520,N,642438,627,18
36303,117,1521,N,642848,627,18
36304,117,1522,N,643269,628,20
36305,117,1523,N,643691,628,20
36306,117,1524,N,644096,629,26
36307,117,1525,N,644509,629,26
36308,117,1526,N,644927,629,26
36309,117,1527,N,645340,630,23
36310,117,1528,N,645762,630,23
36311,117,1529,N,646169,631,24
36312,117,1530,N,646585,631,24
36313,117,1531,N,646995,631,24
36314,117,1532,N,647405,632,23
36315,117,1533,N,647823,632,23
36316,117,1534,N,648229,633,23
36317,117,1535,N,648653,633,23
36318,117,1536,N,649070,633,23
36319,117,1537,N,649498,634,23
36320,117,1538,N,649926,634,23
36321,118,0,+,13,0,39
36322,118,1,R,68,0,39
36323,118,2,R,369,0,39
36324,118,3,R,674,0,39
36325,118,4,R,980,0,39
36326,118,5,R,1284,1,30
36327,118,6,R,1587,1,30
36328,118,7,R,1879,1,30
36329,118,8,R,2175,2,31
36330,118,9,R,2475,2,31
36331,118,10,R,2766,2,31
36332,118,11,R,3054,2,31
36333,118,12,R,3364,3,33
36334,118,13,R,3674,3,33
36335,118,14,R,3978,3,33
36336,118,15,R,4282,4,31
36337,118,16,R,4580,4,31
36338,118,17,R,4883,4,31
36339,118,18,R,5171,5,32
36340,118,19,R,5464,5,32
36341,118,20,R,5762,5,32
36342,118,21,R,6057,5,32
36343,118,22,R,6351,6,27
36344,118,23,R,6644,6,27
36345,118,24,R,6929,6,27
36346,118,25,R,7215,7,33
36347,118,26,R,7506,7,33
36348,118,27,R,7793,7,33
36349,118,28,R,8082,7,33
36350,118,29,R,8378,8,28
36351,118,30,R,8664,8,28
36352,118,31,R,8966,8,28
36353,118,32,R,9266,9,34
36354,118,33,R,9565,9,34
36355,118,34,R,9875,9,34
36356,118,35,R,10178,9,34
36357,118,36,R,10480,10,31
36358,118,37,R,10789,10,31
36359,118,38,V,11046,10,31
36360,118,39,R,11383,11,32
36361,118,40,R,11687,11,32
36362,118,41,R,11991,11,32
36363,118,42,R,12294,12,31
36364,118,43,R,12595,12,31
36365,118,44,R,12898,12,31
36366,118,45,R,13199,12,31
36367,118,46,R,13497,13,27
36368,118,47,R,13790,13,27
36369,118,48,R,14071,13,27
36370,118,49,R,14359,14,31
36371,118,50,R,14638,14,31
36372,118,51,R,14916,14,31
36373,118,52,R,15209,14,31
36374,118,53,R,15497,15,29
36375,118,54,R,15789,15,29
36376,118,55,R,16090,15,29
36377,118,56,R,16393,16,36
36378,118,57,R,16701,16,36
36379,118,58,R,17006,16,36
36380,118,59,R,17313,16,36
36381,118,60,R,17622,17,34
36382,118,61,R,17933,17,34
36383,118,62,R,18243,17,34
36384,118,63,R,18548,18,33
36385,118,64,R,18854,18,33
36386,118,65,R,19157,18,33
36387,118,66,R,19459,19,31
36388,118,67,R,19761,19,31
36389,118,68,R,20055,19,31
36390,118,69,R,20360,19,31
36391,118,70,R,20655,20,31
36392,118,71,R,20957,20,31
36393,118,72,R,21267,20,31
36394,118,73,R,21566,21,42
36395,118,74,R,21868,21,42
36396,118,75,R,22176,21,42
36397,118,76,R,22474,21,42
36398,118,77,R,22777,22,22
36399,118,78,R,23076,22,22
36400,118,79,R,23373,22,22
36401,118,80,R,23667,23,33
36402,118,81,R,23968,23,33
36403,118,82,R,24272,23,33
36404,118,83,R,24566,23,33
36405,118,84,R,24863,24,24
36406,118,85,R,25169,24,24
36407,118,86,R,25473,24,24
36408,118,87,R,25775,25,35
36409,118,88,R,26078,25,35
36410,118,89,R,26375,25,35
36411,118,90,R,26674,26,31
36412,118,91,R,26976,26,31
36413,118,92,R,27278,26,31
36414,118,93,R,27575,26,31
36415,118,94,R,27873,27,30
36416,118,95,R,28177,27,30
36417,118,96,R,28469,27,30
36418,118,97,R,28767,28,35
36419,118,98,R,29060,28,35
36420,118,99,R,29350,28,35
36421,118,100,R,29648,28,35
36422,118,101,R,29947,29,23
36423,118,102,R,30240,29,23
36424,118,103,R,30537,29,23
36425,118,104,R,30830,30,39
36426,118,105,R,31121,30,39
36427,118,106,R,31412,30,39
36428,118,107,R,31704,30,39
36429,118,108,R,31986,31,30
36430,118,109,R,32272,31,30
36431,118,110,R,32560,31,30
36432,118,111,R,32850,32,32
36433,118,112,R,33141,32,32
36434,118,113,R,33429,32,32
36435,118,114,A,33656,32,32
36436,118,115,R,33983,33,31
36437,118,116,R,34290,33,31
36438,118,117,R,34578,33,31
36439,118,118,R,34864,34,34
36440,118,119,R,35151,34,34
36441,118,120,A,35385,34,34
36442,118,121,R,35700,34,34
36443,118,122,R,35993,35,37
36444,118,123,R,36277,35,37
36445,118,124,R,36563,35,37
36446,118,125,R,36843,35,37
36447,118,126,R,37131,36,31
36448,118,127,R,37419,36,31
36449,118,128,R,37706,36,31
36450,118,129,A,37931,37,34
36451,118,130,R,38260,37,34
36452,118,131,V,38488,37,34
36453,118,132,R,38850,37,34
36454,118,133,R,39146,38,35
36455,118,134,R,39428,38,35
36456,118,135,R,39713,38,35
36457,118,136,R,39994,39,32
36458,118,137,R,40284,39,32
36459,118,138,A,40520,39,32
36460,118,139,R,40827,39,32
36461,118,140,R,41126,40,41
36462,118,141,R,41413,40,41
36463,118,142,R,41707,40,41
36464,118,143,R,41998,41,34
36465,118,144,R,42286,41,34
36466,118,145,R,42582,41,34
36467,118,146,R,42876,41,34
36468,118,147,R,43175,42,24
36469,118,148,R,43473,42,24
36470,118,149,R,43766,42,24
36471,118,150,R,44061,43,42
36472,118,151,R,44350,43,42
36473,118,152,R,44642,43,42
36474,118,153,R,44935,43,42
36475,118,154,R,45231,44,27
36476,118,155,R,45522,44,27
36477,118,156,R,45810,44,27
36478,118,157,R,46111,45,34
36479,118,158,R,46405,45,34
36480,118,159,R,46694,45,34
36481,118,160,R,46991,45,34
36482,118,161,R,47284,46,29
36483,118,162,R,47568,46,29
36484,118,163,R,47861,46,29
36485,118,164,R,48147,47,39
36486,118,165,R,48429,47,39
36487,118,166,R,48714,47,39
36488,118,167,R,49010,47,39
36489,118,168,R,49295,48,33
36490,118,169,R,49589,48,33
36491,118,170,R,49881,48,33
36492,118,171,R,50177,49,35
36493,118,172,R,50475,49,35
36494,118,173,R,50776,49,35
36495,118,174,R,51080,49,35
36496,118,175,R,51380,50,34
36497,118,176,R,51683,50,34
36498,118,177,R,51989,50,34
36499,118,178,R,52293,51,40
36500,118,179,R,52590,51,40
36501,118,180,R,52895,51,40
36502,118,181,R,53201,51,40
36503,118,182,R,53503,52,34
36504,118,183,R,53810,52,34
36505,118,184,R,54117,52,34
36506,118,185,R,54420,53,21
36507,118,186,R,54728,53,21
36508,118,187,R,55036,53,21
36509,118,188,R,55336,54,40
36510,118,189,R,55639,54,40
36511,118,190,R,55950,54,40
36512,118,191,R,56252,54,40
36513,118,192,R,56554,55,37
36514,118,193,R,56863,55,37
36515,118,194,R,57158,55,37
36516,118,195,R,57459,56,30
36517,118,196,R,57758,56,30
36518,118,197,R,58051,56,30
36519,118,198,R,58350,56,30
36520,118,199,R,58637,57,27
36521,118,200,R,58933,57,27
36522,118,201,R,59228,57,27
36523,118,202,R,59522,58,36
36524,118,203,R,59817,58,36
36525,118,204,R,60111,58,36
36526,118,205,R,60396,58,36
36527,118,206,R,60686,59,32
36528,118,207,A,60914,59,32
36529,118,208,R,61234,59,32
36530,118,209,R,61528,60,40
36531,118,210,R,61824,60,40
36532,118,211,R,62109,60,40
36533,118,212,R,62399,60,40
36534,118,213,R,62692,61,32
36535,118,214,R,62976,61,32
36536,118,215,R,63269,61,32
36537,118,216,R,63560,62,35
36538,118,217,R,63851,62,35
36539,118,218,R,64144,62,35
36540,118,219,R,64440,62,35
36541,118,220,x,64520,63,22
36542,118,221,R,64954,63,22
36543,118,222,R,65276,63,22
36544,118,223,R,65575,64,39
36545,118,224,R,65870,64,39
36546,118,225,R,66160,64,39
36547,118,226,R,66446,64,39
36548,118,227,R,66746,65,30
36549,118,228,R,67037,65,30
36550,118,229,R,67327,65,30
36551,118,230,R,67625,66,35
36552,118,231,R,67921,66,35
36553,118,232,R,68213,66,35
36554,118,233,R,68517,66,35
36555,118,234,R,68821,67,27
36556,118,235,x,68923,67,27
36557,118,236,R,69375,67,27
36558,118,237,R,69697,68,30
36559,118,238,R,70008,68,30
36560,118,239,R,70319,68,30
36561,118,240,R,70614,68,30
36562,118,241,R,70913,69,34
36563,118,242,R,71208,69,34
36564,118,243,R,71505,69,34
36565,118,244,A,71752,70,36
36566,118,245,R,72103,70,36
36567,118,246,A,72342,70,36
36568,118,247,R,72717,71,39
36569,118,248,R,73038,71,39
36570,118,249,R,73349,71,39
36571,118,250,R,73664,71,39
36572,118,251,R,73970,72,33
36573,118,252,R,74268,72,33
36574,118,253,R,74576,72,33
36575,118,254,R,74877,73,29
36576,118,255,R,75169,73,29
36577,118,256,R,75459,73,29
36578,118,257,R,75759,73,29
36579,118,258,R,76057,74,30
36580,118,259,R,76356,74,30
36581,118,260,R,76657,74,30
36582,118,261,R,76957,75,23
36583,118,262,R,77256,75,23
36584,118,263,R,77559,75,23
36585,118,264,R,77863,76,35
36586,118,265,R,78162,76,35
36587,118,266,R,78461,76,35
36588,118,267,R,78769,76,35
36589,118,268,R,79075,77,31
36590,118,269,R,79377,77,31
36591,118,270,R,79680,77,31
36592,118,271,R,79980,78,44
36593,118,272,R,80282,78,44
36594,118,273,R,80593,78,44
36595,118,274,V,80858,78,44
36596,118,275,R,81190,79,30
36597,118,276,R,81492,79,30
36598,118,277,R,81797,79,30
36599,118,278,R,82091,80,22
36600,118,279,R,82385,80,22
36601,118,280,R,82680,80,22
36602,118,281,R,82974,81,39
36603,118,282,R,83268,81,39
36604,118,283,R,83560,81,39
36605,118,284,R,83855,81,39
36606,118,285,R,84143,82,36
36607,118,286,R,84427,82,36
36608,118,287,R,84716,82,36
36609,118,288,R,85004,83,37
36610,118,289,R,85294,83,37
36611,118,290,R,85586,83,37
36612,118,291,R,85875,83,37
36613,118,292,R,86163,84,29
36614,118,293,R,86455,84,29
36615,118,294,R,86753,84,29
36616,118,295,R,87035,84,29
36617,118,296,R,87321,85,33
36618,118,297,R,87620,85,33
36619,118,298,R,87905,85,33
36620,118,299,R,88203,86,38
36621,118,300,R,88495,86,38
36622,118,301,R,88791,86,38
36623,118,302,R,89098,87,31
36624,118,303,R,89398,87,31
36625,118,304,R,89702,87,31
36626,118,305,R,90000,87,31
36627,118,306,R,90300,88,29
36628,118,307,R,90612,88,29
36629,118,308,R,90924,88,29
36630,118,309,R,91224,89,37
36631,118,310,R,91530,89,37
36632,118,311,R,91838,89,37
36633,118,312,R,92147,89,37
36634,118,313,R,92463,90,33
36635,118,314,R,92780,90,33
36636,118,315,R,93093,90,33
36637,118,316,R,93418,91,36
36638,118,317,R,93738,91,36
36639,118,318,~,93918,91,36
36640,118,319,R,94056,91,36
36641,118,320,R,94355,92,26
36642,118,321,R,94667,92,26
36643,118,322,R,94972,92,26
36644,118,323,~,95150,92,26
36645,118,324,R,95284,93,33
36646,118,325,R,95580,93,33
36647,118,326,R,95872,93,33
36648,118,327,R,96163,93,33
36649,118,328,R,96450,94,32
36650,118,329,R,96744,94,32
36651,118,330,R,97038,94,32
36652,118,331,R,97326,95,32
36653,118,332,R,97618,95,32
36654,118,333,R,97914,95,32
36655,118,334,R,98209,95,32
36656,118,335,R,98513,96,17
36657,118,336,R,98810,96,17
36658,118,337,A,99025,96,17
36659,118,338,R,99354,97,42
36660,118,339,R,99661,97,42
36661,118,340,R,99952,97,42
36662,118,341,R,100242,97,42
36663,118,342,R,100535,98,36
36664,118,343,A,100758,98,36
36665,118,344,R,101077,98,36
36666,118,345,R,101384,99,36
36667,118,346,R,101671,99,36
36668,118,347,R,101959,99,36
36669,118,348,R,102253,99,36
36670,118,349,A,102488,100,30
36671,118,350,R,102822,100,30
36672,118,351,R,103143,100,30
36673,118,352,x,103214,100,30
36674,118,353,R,103669,101,22
36675,118,354,R,103997,101,22
36676,118,355,R,104297,101,22
36677,118,356,R,104592,102,29
36678,118,357,R,104895,102,29
36679,118,358,R,105188,102,29
36680,118,359,R,105466,102,29
36681,118,360,R,105781,103,32
36682,118,361,R,106076,103,32
36683,118,362,R,106376,103,32
36684,118,363,R,106668,104,33
36685,118,364,R,106960,104,33
36686,118,365,R,107269,104,33
36687,118,366,R,107565,105,33
36688,118,367,R,107858,105,33
36689,118,368,R,108155,105,33
36690,118,369,R,108450,105,33
36691,118,370,R,108741,106,34
36692,118,371,R,109014,106,34
36693,118,372,R,109300,106,34
36694,118,373,R,109576,107,29
36695,118,374,A,109814,107,29
36696,118,375,R,110121,107,29
36697,118,376,R,110410,107,29
36698,118,377,R,110694,108,37
36699,118,378,R,110978,108,37
36700,118,379,R,111265,108,37
36701,118,380,A,111496,108,37
36702,118,381,R,111823,109,19
36703,118,382,R,112124,109,19
36704,118,383,R,112425,109,19
36705,118,384,R,112717,110,38
36706,118,385,R,113008,110,38
36707,118,386,R,113313,110,38
36708,118,387,R,113603,110,38
36709,118,388,R,113896,111,27
36710,118,389,R,114195,111,27
36711,118,390,R,114489,111,27
36712,118,391,R,114786,112,38
36713,118,392,R,115083,112,38
36714,118,393,R,115381,112,38
36715,118,394,R,115680,112,38
36716,118,395,R,115977,113,29
36717,118,396,R,116278,113,29
36718,118,397,R,116580,113,29
36719,118,398,R,116881,114,32
36720,118,399,R,117177,114,32
36721,118,400,R,117479,114,32
36722,118,401,R,117779,115,34
36723,118,402,R,118067,115,34
36724,118,403,R,118362,115,34
36725,118,404,R,118656,115,34
36726,118,405,R,118949,116,25
36727,118,406,R,119254,116,25
36728,118,407,R,119550,116,25
36729,118,408,R,119848,117,36
36730,118,409,R,120146,117,36
36731,118,410,R,120454,117,36
36732,118,411,R,120756,117,36
36733,118,412,R,121049,118,32
36734,118,413,R,121358,118,32
36735,118,414,R,121656,118,32
36736,118,415,R,121959,119,33
36737,118,416,R,122260,119,33
36738,118,417,R,122555,119,33
36739,118,418,R,122856,119,33
36740,118,419,R,123139,120,32
36741,118,420,R,123429,120,32
36742,118,421,R,123731,120,32
36743,118,422,R,124015,121,33
36744,118,423,R,124310,121,33
36745,118,424,R,124604,121,33
36746,118,425,R,124894,121,33
36747,118,426,R,125194,122,25
36748,118,427,R,125474,122,25
36749,118,428,A,125696,122,25
36750,118,429,R,126043,123,37
36751,118,430,R,126350,123,37
36752,118,431,R,126650,123,37
36753,118,432,R,126942,123,37
36754,118,433,A,127155,124,29
36755,118,434,R,127470,124,29
36756,118,435,A,127705,124,29
36757,118,436,R,128051,125,37
36758,118,437,A,128284,125,37
36759,118,438,R,128621,125,37
36760,118,439,A,128853,125,37
36761,118,440,R,129202,126,44
36762,118,441,R,129502,126,44
36763,118,442,R,129796,126,44
36764,118,443,A,130000,126,44
36765,118,444,R,130319,127,31
36766,118,445,R,130615,127,31
36767,118,446,~,130814,127,31
36768,118,447,R,130905,127,31
36769,118,448,R,131193,128,36
36770,118,449,R,131475,128,36
36771,118,450,R,131747,128,36
36772,118,451,R,132027,128,36
36773,118,452,R,132306,129,35
36774,118,453,R,132577,129,35
36775,118,454,R,132845,129,35
36776,118,455,~,133045,129,35
36777,118,456,R,133122,130,47
36778,118,457,R,133394,130,47
36779,118,458,R,133665,130,47
36780,118,459,R,133943,130,47
36781,118,460,R,134223,131,49
36782,118,461,R,134493,131,49
36783,118,462,R,134769,131,49
36784,118,463,R,135046,131,49
36785,118,464,R,135312,132,46
36786,118,465,R,135581,132,46
36787,118,466,R,135841,132,46
36788,118,467,R,136107,132,46
36789,118,468,R,136370,133,42
36790,118,469,R,136637,133,42
36791,118,470,R,136901,133,42
36792,118,471,R,137166,133,42
36793,118,472,R,137431,134,32
36794,118,473,R,137694,134,32
36795,118,474,R,137964,134,32
36796,118,475,R,138234,134,32
36797,118,476,R,138500,135,29
36798,118,477,R,138756,135,29
36799,118,478,R,139028,135,29
36800,118,479,R,139292,136,42
36801,118,480,R,139554,136,42
36802,118,481,R,139821,136,42
36803,118,482,R,140091,136,42
36804,118,483,R,140353,137,43
36805,118,484,R,140616,137,43
36806,118,485,R,140889,137,43
36807,118,486,R,141153,137,43
36808,118,487,R,141418,138,35
36809,118,488,A,141653,138,35
36810,118,489,R,141941,138,35
36811,118,490,R,142199,138,35
36812,118,491,R,142462,139,35
36813,118,492,R,142720,139,35
36814,118,493,R,142978,139,35
36815,118,494,R,143232,139,35
36816,118,495,R,143487,140,30
36817,118,496,R,143740,140,30
36818,118,497,R,143996,140,30
36819,118,498,R,144250,140,30
36820,118,499,R,144503,141,37
36821,118,500,R,144750,141,37
36822,118,501,R,145002,141,37
36823,118,502,R,145256,141,37
36824,118,503,R,145504,142,36
36825,118,504,R,145759,142,36
36826,118,505,R,146012,142,36
36827,118,506,R,146260,142,36
36828,118,507,R,146504,143,39
36829,118,508,R,146759,143,39
36830,118,509,R,147013,143,39
36831,118,510,R,147260,143,39
36832,118,511,R,147502,144,40
36833,118,512,R,147749,144,40
36834,118,513,R,147995,144,40
36835,118,514,R,148238,144,40
36836,118,515,R,148483,145,27
36837,118,516,R,148729,145,27
36838,118,517,R,148972,145,27
36839,118,518,R,149215,145,27
36840,118,519,R,149460,145,27
36841,118,520,R,149706,146,39
36842,118,521,R,149952,146,39
36843,118,522,R,150198,146,39
36844,118,523,R,150443,146,39
36845,118,524,R,150682,147,35
36846,118,525,R,150928,147,35
36847,118,526,R,151171,147,35
36848,118,527,R,151414,147,35
36849,118,528,R,151654,148,36
36850,118,529,R,151900,148,36
36851,118,530,R,152140,148,36
36852,118,531,R,152377,148,36
36853,118,532,R,152614,149,35
36854,118,533,R,152863,149,35
36855,118,534,R,153104,149,35
36856,118,535,R,153343,149,35
36857,118,536,R,153581,149,35
36858,118,537,R,153829,150,36
36859,118,538,R,154066,150,36
36860,118,539,R,154307,150,36
36861,118,540,R,154553,150,36
36862,118,541,R,154803,151,39
36863,118,542,R,155044,151,39
36864,118,543,R,155291,151,39
36865,118,544,R,155536,151,39
36866,118,545,R,155785,152,32
36867,118,546,R,156029,152,32
36868,118,547,R,156274,152,32
36869,118,548,R,156515,152,32
36870,118,549,R,156757,153,44
36871,118,550,R,157002,153,44
36872,118,551,R,157247,153,44
36873,118,552,R,157489,153,44
36874,118,553,R,157735,154,32
36875,118,554,R,157983,154,32
36876,118,555,A,158173,154,32
36877,118,556,R,158457,154,32
36878,118,557,R,158715,154,32
36879,118,558,R,158969,155,29
36880,118,559,R,159223,155,29
36881,118,560,R,159473,155,29
36882,118,561,R,159728,155,29
36883,118,562,R,159980,156,41
36884,118,563,R,160229,156,41
36885,118,564,R,160483,156,41
36886,118,565,R,160740,156,41
36887,118,566,R,160989,157,40
36888,118,567,R,161237,157,40
36889,118,568,R,161485,157,40
36890,118,569,A,161674,157,40
36891,118,570,R,161949,158,39
36892,118,571,R,162202,158,39
36893,118,572,R,162450,158,39
36894,118,573,R,162698,158,39
36895,118,574,R,162946,159,36
36896,118,575,R,163198,159,36
36897,118,576,R,163454,159,36
36898,118,577,R,163707,159,36
36899,118,578,R,163965,160,33
36900,118,579,R,164224,160,33
36901,118,580,R,164478,160,33
36902,118,581,R,164743,160,33
36903,118,582,R,165003,161,38
36904,118,583,R,165261,161,38
36905,118,584,R,165518,161,38
36906,118,585,R,165783,161,38
36907,118,586,V,165956,162,35
36908,118,587,A,166214,162,35
36909,118,588,R,166529,162,35
36910,118,589,R,166805,162,35
36911,118,590,R,167068,163,41
36912,118,591,R,167334,163,41
36913,118,592,R,167601,163,41
36914,118,593,R,167870,163,41
36915,118,594,R,168135,164,36
36916,118,595,R,168401,164,36
36917,118,596,R,168665,164,36
36918,118,597,R,168923,164,36
36919,118,598,R,169185,165,28
36920,118,599,R,169445,165,28
36921,118,600,R,169708,165,28
36922,118,601,R,169965,165,28
36923,118,602,R,170222,166,28
36924,118,603,R,170474,166,28
36925,118,604,R,170740,166,28
36926,118,605,R,170997,166,28
36927,118,606,R,171260,167,27
36928,118,607,R,171511,167,27
36929,118,608,R,171776,167,27
36930,118,609,R,172035,168,53
36931,118,610,R,172294,168,53
36932,118,611,R,172560,168,53
36933,118,612,R,172824,168,53
36934,118,613,R,173079,169,36
36935,118,614,R,173330,169,36
36936,118,615,R,173595,169,36
36937,118,616,R,173848,169,36
36938,118,617,R,174106,170,55
36939,118,618,R,174357,170,55
36940,118,619,R,174616,170,55
36941,118,620,R,174864,170,55
36942,118,621,R,175124,171,57
36943,118,622,R,175381,171,57
36944,118,623,R,175644,171,57
36945,118,624,R,175895,171,57
36946,118,625,R,176155,172,51
36947,118,626,R,176413,172,51
36948,118,627,R,176662,172,51
36949,118,628,R,176941,172,51
36950,118,629,R,177201,173,40
36951,118,630,R,177457,173,40
36952,118,631,R,177717,173,40
36953,118,632,V,177888,173,40
36954,118,633,R,178197,174,41
36955,118,634,R,178503,174,41
36956,118,635,R,178769,174,41
36957,118,636,R,179030,174,41
36958,118,637,R,179287,175,49
36959,118,638,R,179555,175,49
36960,118,639,A,179782,175,49
36961,118,640,R,180073,175,49
36962,118,641,V,180270,176,26
36963,118,642,R,180602,176,26
36964,118,643,R,180863,176,26
36965,118,644,R,181122,176,26
36966,118,645,R,181388,177,36
36967,118,646,R,181647,177,36
36968,118,647,R,181903,177,36
36969,118,648,R,182162,177,36
36970,118,649,R,182407,178,59
36971,118,650,R,182681,178,59
36972,118,651,R,182945,178,59
36973,118,652,R,183200,178,59
36974,118,653,R,183458,179,21
36975,118,654,R,183715,179,21
36976,118,655,R,183974,179,21
36977,118,656,A,184187,179,21
36978,118,657,R,184479,180,20
36979,118,658,R,184739,180,20
36980,118,659,R,184997,180,20
36981,118,660,R,185254,180,20
36982,118,661,R,185534,181,24
36983,118,662,R,185779,181,24
36984,118,663,R,186032,181,24
36985,118,664,R,186283,181,24
36986,118,665,A,186472,182,30
36987,118,666,R,186756,182,30
36988,118,667,R,187010,182,30
36989,118,668,R,187269,182,30
36990,118,669,R,187526,183,29
36991,118,670,R,187772,183,29
36992,118,671,R,188023,183,29
36993,118,672,R,188274,183,29
36994,118,673,R,188526,184,27
36995,118,674,R,188774,184,27
36996,118,675,R,189025,184,27
36997,118,676,R,189273,184,27
36998,118,677,R,189520,185,32
36999,118,678,R,189767,185,32
37000,118,679,R,190019,185,32
37001,118,680,R,190267,185,32
37002,118,681,R,190514,186,34
37003,118,682,R,190763,186,34
37004,118,683,A,190944,186,34
37005,118,684,R,191222,186,34
37006,118,685,R,191480,186,34
37007,118,686,R,191729,187,41
37008,118,687,R,191977,187,41
37009,118,688,R,192225,187,41
37010,118,689,R,192477,187,41
37011,118,690,R,192723,188,43
37012,118,691,R,192969,188,43
37013,118,692,R,193221,188,43
37014,118,693,R,193445,188,43
37015,118,694,R,193719,189,38
37016,118,695,R,193973,189,38
37017,118,696,R,194237,189,38
37018,118,697,R,194496,189,38
37019,118,698,R,194756,190,29
37020,118,699,R,195018,190,29
37021,118,700,R,195285,190,29
37022,118,701,R,195547,190,29
37023,118,702,R,195813,191,27
37024,118,703,R,196077,191,27
37025,118,704,R,196344,191,27
37026,118,705,R,196610,192,43
37027,118,706,R,196880,192,43
37028,118,707,R,197150,192,43
37029,118,708,R,197422,192,43
37030,118,709,R,197691,193,43
37031,118,710,R,197961,193,43
37032,118,711,R,198230,193,43
37033,118,712,R,198502,193,43
37034,118,713,R,198772,194,36
37035,118,714,R,199046,194,36
37036,118,715,R,199324,194,36
37037,118,716,R,199600,194,36
37038,118,717,A,199791,195,41
37039,118,718,R,200095,195,41
37040,118,719,R,200380,195,41
37041,118,720,A,200575,195,41
37042,118,721,R,200891,196,34
37043,118,722,R,201165,196,34
37044,118,723,R,201442,196,34
37045,118,724,R,201715,196,34
37046,118,725,R,201995,197,28
37047,118,726,R,202273,197,28
37048,118,727,R,202553,197,28
37049,118,728,R,202835,198,39
37050,118,729,R,203115,198,39
37051,118,730,R,203401,198,39
37052,118,731,R,203685,198,39
37053,118,732,R,203965,199,27
37054,118,733,R,204247,199,27
37055,118,734,V,204421,199,27
37056,118,735,R,204808,200,32
37057,118,736,R,205089,200,32
37058,118,737,R,205375,200,32
37059,118,738,R,205652,200,32
37060,118,739,R,205925,201,38
37061,118,740,R,206210,201,38
37062,118,741,R,206491,201,38
37063,118,742,R,206770,201,38
37064,118,743,R,207049,202,22
37065,118,744,R,207335,202,22
